month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance
5,7,0,22,80,1915,958.0
8,4,11,235,21,1050,160.0
5,6,1,69,67,2250,430.0
6,2,11,181,299,945,308.0
6,5,9,212,90,1348,1121.0
9,2,4,302,42,1710,290.0
4,1,4,20,63,1808,259.0
12,1,4,20,245,1846,666.0
6,4,13,229,190,1305,353.0
8,6,1,41,69,1442,328.0
10,5,4,190,20,1000,762.0
1,1,11,266,293,600,199.0
3,7,4,20,203,1100,591.0
6,2,9,301,323,1230,1237.0
11,5,13,246,281,1250,304.0
12,6,8,235,168,815,864.0
7,3,4,20,323,1825,406.0
5,3,0,20,0,1451,692.0
3,3,9,201,43,1602,1121.0
8,3,11,36,89,1720,516.0
10,1,13,54,178,1420,223.0
10,2,4,293,43,715,2704.0
6,4,8,235,340,1830,522.0
6,6,13,41,212,720,806.0
1,2,12,284,293,1910,262.0
12,1,4,201,20,800,404.0
10,5,4,223,246,1147,1276.0
5,1,13,235,84,1345,798.0
9,7,13,41,199,1550,491.0
3,1,12,203,235,620,594.0
12,6,1,90,206,737,469.0
7,2,11,282,180,1500,1211.0
8,5,1,69,55,2039,361.0
4,2,8,90,33,1237,597.0
3,6,13,181,302,730,590.0
1,3,2,201,293,1849,2446.0
5,3,4,20,85,2225,432.0
4,7,13,282,89,1700,794.0
1,2,12,89,243,1620,991.0
5,3,4,20,227,2200,317.0
2,2,4,20,302,1925,1590.0
2,6,11,67,189,725,419.0
4,5,5,223,200,1846,1310.0
12,3,10,158,90,500,328.0
4,1,12,293,235,1835,1846.0
11,1,12,212,89,1545,1709.0
12,1,12,20,156,700,689.0
6,2,1,116,90,657,1119.0
12,3,12,108,180,1700,2454.0
7,3,9,212,178,1829,2174.0
6,4,1,246,306,1702,338.0
6,6,12,89,293,2120,967.0
4,1,13,146,229,1415,2409.0
11,1,11,181,293,1800,337.0
9,6,9,20,117,1202,581.0
9,1,11,90,132,1345,561.0
5,1,1,190,69,1734,544.0
3,2,12,89,282,1740,794.0
8,1,13,234,229,610,362.0
7,1,11,243,291,1521,129.0
3,2,1,100,90,1118,721.0
10,1,13,299,178,1740,386.0
5,5,5,90,246,1042,868.0
8,6,14,251,43,1400,496.0
8,1,13,148,89,545,883.0
6,7,8,290,235,830,286.0
1,7,12,155,291,1745,2306.0
1,1,12,245,235,1833,678.0
5,2,9,224,180,1443,1670.0
10,1,4,97,312,840,440.0
10,6,12,221,156,805,966.0
12,4,2,291,67,1036,2021.0
10,5,4,97,20,700,594.0
11,3,4,97,302,1215,1481.0
5,7,1,245,301,1050,1576.0
12,5,10,245,67,1925,363.0
4,4,8,182,90,1621,282.0
5,7,12,235,189,1830,733.0
10,5,0,283,189,600,722.0
6,1,4,43,279,710,1249.0
8,1,2,291,312,1241,1709.0
4,2,13,70,41,2025,337.0
9,3,11,119,223,1338,196.0
9,7,1,90,168,700,918.0
6,7,13,124,89,1045,836.0
7,2,10,69,136,1126,75.0
8,4,1,281,90,1002,1171.0
7,5,1,245,212,1103,1013.0
6,6,12,155,178,830,2065.0
8,1,12,192,293,1252,2447.0
9,7,12,327,89,1330,639.0
4,3,12,235,109,1409,719.0
3,3,1,212,86,1937,919.0
8,6,4,312,20,1247,484.0
12,5,4,43,20,1400,946.0
10,4,5,89,41,550,1014.0
7,2,12,323,180,1745,2158.0
8,2,12,223,89,1805,680.0
12,4,7,192,145,1150,102.0
9,5,13,229,246,1145,646.0
10,6,12,20,154,1440,534.0
7,4,13,274,178,2045,345.0
11,2,13,192,145,1900,102.0
8,1,12,279,154,1328,891.0
2,7,13,312,147,1355,687.0
8,4,11,19,235,1117,1013.0
2,1,1,179,90,1647,1055.0
4,4,1,90,189,610,1389.0
1,3,13,55,27,915,283.0
9,4,1,170,246,643,2153.0
4,7,4,212,189,1110,1096.0
5,4,6,41,249,1747,612.0
10,3,13,246,104,1845,347.0
6,2,13,306,178,1140,226.0
1,7,1,97,246,1755,1671.0
1,6,0,32,189,800,378.0
7,5,6,263,246,630,468.0
12,7,13,190,147,1800,1428.0
9,7,4,168,20,1925,341.0
3,7,1,116,90,1915,1119.0
7,3,4,181,90,814,1235.0
9,7,4,20,154,2215,534.0
2,3,8,90,265,1007,835.0
3,6,1,157,90,1211,224.0
7,3,1,170,180,1100,2475.0
6,6,11,243,113,1805,626.0
5,7,13,283,203,1620,758.0
3,2,4,235,223,1000,334.0
2,1,12,89,293,959,967.0
9,7,12,41,89,1430,1014.0
12,6,7,192,230,1550,201.0
10,6,1,201,90,700,985.0
1,5,11,293,261,1515,421.0
2,4,11,235,221,1541,108.0
4,6,11,121,20,1430,508.0
1,4,14,190,67,815,419.0
11,1,13,201,161,650,829.0
4,1,13,204,55,1300,611.0
10,7,1,290,69,1105,335.0
5,1,11,246,180,1027,370.0
9,6,11,82,89,600,90.0
12,3,11,158,156,1710,542.0
5,3,13,282,20,635,874.0
11,4,4,20,212,1637,594.0
8,5,12,89,264,951,1782.0
5,1,4,276,20,1827,749.0
3,1,12,236,89,813,1553.0
3,3,0,81,223,1626,175.0
12,7,8,212,148,1949,1118.0
11,1,8,268,235,727,646.0
5,5,6,283,251,1558,579.0
3,4,9,97,20,839,594.0
3,4,3,279,43,1603,1249.0
3,3,11,127,246,803,438.0
4,4,7,175,145,1043,163.0
11,5,1,274,246,1634,601.0
5,1,12,232,89,917,472.0
12,1,4,230,302,2115,2935.0
2,6,3,116,293,1831,2584.0
8,7,12,89,223,1800,680.0
12,5,11,37,223,645,199.0
11,5,4,293,169,1400,2586.0
6,3,14,108,136,644,594.0
1,3,13,168,147,615,359.0
6,7,13,229,54,1340,325.0
5,5,1,69,291,1658,2279.0
1,2,4,235,20,930,606.0
4,7,2,243,306,700,859.0
2,5,1,283,90,1351,925.0
10,3,12,146,89,2010,3365.0
1,1,4,89,189,1755,1620.0
12,3,12,89,166,1345,406.0
9,2,13,89,20,1505,1199.0
7,5,14,188,97,1140,296.0
8,4,11,302,137,2105,463.0
6,1,0,190,134,2030,618.0
11,2,13,312,245,755,814.0
11,7,11,54,293,1300,326.0
12,1,14,170,43,2100,187.0
8,6,1,293,246,1210,651.0
1,6,1,27,69,544,644.0
8,5,2,146,243,1200,2603.0
4,5,14,251,109,600,319.0
2,7,10,57,69,1816,88.0
1,6,1,181,245,2200,2402.0
7,2,4,253,20,1520,271.0
9,5,13,229,306,625,371.0
1,1,13,96,89,1525,589.0
7,1,2,243,180,1750,834.0
11,3,13,2,89,1750,349.0
11,2,12,181,178,1654,236.0
3,7,13,89,190,1405,854.0
7,6,12,276,109,640,246.0
4,1,11,302,2,1555,493.0
1,4,7,230,145,930,100.0
5,1,14,276,86,530,296.0
9,2,11,275,235,1753,531.0
10,4,1,63,69,700,168.0
2,7,7,146,174,1330,163.0
11,3,12,89,178,745,628.0
6,2,5,246,89,1325,602.0
12,7,3,293,43,2330,2704.0
3,4,11,223,131,1010,252.0
5,6,13,179,306,1855,226.0
5,5,11,293,54,1930,326.0
12,4,1,69,161,1309,427.0
3,4,5,246,97,1437,1671.0
12,1,4,20,321,1755,223.0
5,3,13,211,200,1645,1142.0
5,1,1,80,69,1333,335.0
2,1,1,212,245,1950,1013.0
1,2,12,181,156,1742,1379.0
9,4,4,20,224,2255,425.0
11,6,1,246,274,1740,601.0
7,5,1,43,245,2025,280.0
7,1,13,84,246,1345,879.0
6,1,11,181,293,2210,337.0
5,4,3,170,242,1220,1028.0
10,6,12,293,89,1745,967.0
9,7,4,201,291,920,2554.0
5,3,3,86,117,911,899.0
6,2,11,231,235,515,693.0
11,5,11,89,184,1624,280.0
1,1,1,56,90,1147,1163.0
9,3,11,235,294,2010,438.0
1,7,11,90,280,1522,551.0
5,2,11,293,125,2000,733.0
9,5,4,116,20,1110,581.0
5,5,13,246,84,500,879.0
8,4,9,201,43,1435,1121.0
2,4,13,299,22,700,1476.0
5,3,5,201,67,2000,895.0
2,1,12,22,156,945,140.0
5,4,13,84,323,1600,917.0
12,1,10,86,96,1000,897.0
11,3,13,200,189,1620,1107.0
12,4,6,25,118,952,1650.0
1,6,10,69,213,1641,651.0
10,3,1,90,246,1405,868.0
6,1,4,133,223,1135,408.0
8,1,4,20,283,2250,214.0
3,7,5,201,134,1644,1024.0
8,3,14,264,189,1119,269.0
7,6,3,170,117,925,1069.0
3,2,13,179,54,2005,223.0
6,5,14,268,235,1752,646.0
8,4,4,223,235,1945,334.0
11,6,7,175,145,1919,163.0
10,2,11,157,157,2030,542.0
8,2,1,212,41,840,806.0
3,2,0,170,276,1300,264.0
5,6,0,86,80,1008,411.0
10,2,12,265,235,1345,779.0
7,6,13,304,106,1120,384.0
12,5,12,155,43,2222,413.0
6,6,13,299,234,730,333.0
8,3,9,200,90,1950,460.0
5,4,12,67,156,615,1091.0
1,2,8,90,247,1928,672.0
11,4,1,90,70,2040,926.0
12,6,4,97,200,1909,957.0
7,2,12,54,293,1351,326.0
6,1,13,54,22,730,1241.0
4,4,4,133,223,654,408.0
9,3,4,291,22,1123,1770.0
3,1,13,41,212,2050,806.0
3,4,2,22,291,1335,1770.0
9,3,3,157,43,1210,1597.0
12,6,6,23,43,630,783.0
12,1,4,20,168,1744,270.0
5,1,8,312,246,1818,1262.0
4,2,8,108,235,1735,719.0
11,7,1,69,90,1530,936.0
4,7,6,22,263,1532,1051.0
10,2,13,229,190,1825,353.0
8,5,10,245,290,1929,576.0
9,6,8,126,90,1407,140.0
12,6,3,53,169,1942,301.0
4,5,11,20,45,1115,238.0
7,1,3,116,86,1029,899.0
5,1,13,55,279,1535,919.0
6,7,1,243,235,1133,1739.0
3,7,14,245,70,1914,406.0
3,3,12,155,200,825,758.0
10,2,4,97,41,1600,456.0
4,3,10,69,33,718,350.0
7,7,13,84,200,2000,973.0
6,3,1,86,32,1020,590.0
4,6,4,190,117,705,1076.0
6,6,11,304,293,1019,86.0
5,5,1,90,302,2115,989.0
8,3,4,134,20,600,306.0
10,3,2,230,243,1325,2562.0
10,5,4,223,323,705,1306.0
12,3,3,301,109,1545,1608.0
1,6,11,2,89,1800,349.0
4,1,13,213,312,845,317.0
2,4,8,41,235,1032,409.0
10,5,12,235,168,1110,864.0
2,2,12,179,154,825,2065.0
5,3,4,20,337,1022,250.0
6,6,12,179,235,1415,1514.0
6,4,13,22,234,1520,1196.0
12,7,1,69,212,1708,650.0
12,5,6,155,244,1820,869.0
1,1,11,41,156,1535,657.0
6,1,11,257,302,1730,521.0
1,6,4,43,302,1620,2105.0
11,6,4,302,169,2359,1990.0
9,5,12,43,109,730,200.0
3,5,1,213,212,632,1258.0
10,5,13,312,199,940,237.0
5,7,3,293,169,2214,2586.0
9,4,3,245,43,620,280.0
5,3,8,212,253,2253,530.0
1,1,4,20,291,2120,2182.0
12,6,13,232,84,1930,586.0
9,7,3,53,169,600,301.0
4,5,14,290,109,733,642.0
9,5,4,97,268,705,501.0
9,1,14,213,109,645,725.0
11,7,11,295,90,1342,976.0
1,1,11,89,256,1545,557.0
11,2,0,97,61,845,505.0
7,1,2,291,229,2144,672.0
3,2,2,323,291,1826,2520.0
2,7,11,231,246,1457,833.0
6,5,4,2,223,645,981.0
12,2,4,323,97,1415,983.0
2,5,3,258,200,310,1179.0
10,1,13,211,203,635,838.0
3,7,5,89,67,635,1201.0
11,7,4,134,20,1223,306.0
5,2,4,212,268,1825,700.0
10,1,4,181,200,1055,2218.0
1,2,1,181,212,2250,2342.0
3,2,1,230,180,1343,2486.0
7,3,1,212,90,1148,1121.0
10,4,0,20,57,900,192.0
5,7,13,284,89,545,916.0
10,2,13,304,89,555,909.0
4,5,14,190,340,1114,1147.0
1,4,1,181,69,640,2125.0
10,4,3,181,169,1520,2475.0
5,1,4,116,180,700,2343.0
5,3,2,17,49,1452,725.0
4,3,1,323,86,1744,814.0
6,4,13,22,323,1530,928.0
8,6,13,41,100,1155,401.0
10,4,11,235,57,1345,666.0
1,3,4,212,200,1925,192.0
4,3,13,246,199,920,1044.0
12,5,14,236,235,700,717.0
10,5,13,54,229,1645,325.0
5,6,13,304,89,600,909.0
12,3,14,67,169,1040,425.0
6,6,13,201,282,745,1041.0
3,1,10,86,41,1739,562.0
10,2,11,89,112,1330,627.0
9,1,13,103,84,550,562.0
4,7,0,190,14,2150,136.0
12,4,8,235,276,1510,528.0
8,5,14,190,43,600,184.0
12,1,6,249,21,1057,1173.0
12,4,13,54,304,1730,358.0
10,5,1,235,323,1315,1012.0
11,1,11,36,89,1355,516.0
8,4,12,89,284,1935,916.0
1,7,13,304,234,1035,390.0
4,6,13,84,323,1730,917.0
4,1,1,146,90,1730,3784.0
6,5,0,81,223,708,175.0
3,5,2,291,17,1945,1448.0
12,1,10,69,135,2250,83.0
8,1,4,43,20,1830,946.0
11,2,11,223,120,905,196.0
11,2,11,89,171,1325,573.0
4,5,13,201,203,2145,990.0
9,1,4,268,20,1721,356.0
12,5,4,179,302,625,368.0
7,1,13,204,55,730,611.0
10,6,13,201,163,1050,971.0
9,6,13,301,55,1605,1565.0
10,4,1,251,212,600,1013.0
7,1,1,213,90,1730,853.0
12,4,8,132,90,1003,134.0
3,2,12,179,293,1810,414.0
6,4,13,200,229,1705,1489.0
12,7,13,148,246,800,1020.0
2,4,13,204,223,1310,349.0
2,4,3,235,169,1740,740.0
4,5,11,157,188,1424,201.0
1,5,12,281,293,1604,447.0
11,4,13,97,312,840,440.0
11,2,5,80,246,710,1569.0
5,3,5,179,89,1903,628.0
6,1,1,90,340,1636,280.0
10,7,1,89,69,956,1337.0
10,7,11,41,169,1654,765.0
4,2,8,206,90,1730,431.0
7,3,13,54,178,1300,223.0
2,2,1,69,117,1323,632.0
11,7,4,223,22,850,1042.0
4,2,11,291,42,1659,399.0
5,1,4,223,109,718,1008.0
11,5,4,293,97,1214,2079.0
10,7,12,20,235,1846,606.0
7,3,4,41,302,1912,1404.0
5,6,12,224,156,700,305.0
12,3,3,27,117,600,1173.0
3,5,14,80,169,1243,589.0
8,5,12,89,154,1600,1452.0
6,5,2,291,180,1555,954.0
4,7,4,20,22,1215,813.0
4,7,4,181,178,1550,236.0
9,2,11,20,12,1000,143.0
12,6,11,181,284,1015,89.0
5,3,2,97,291,700,1927.0
9,4,1,245,22,1047,1430.0
9,2,13,84,147,1900,239.0
7,5,14,190,5,1359,202.0
5,5,11,304,180,1717,373.0
12,7,4,20,63,810,259.0
8,6,13,63,41,1725,439.0
8,6,4,223,264,705,1136.0
12,1,3,212,169,1307,1089.0
1,5,12,323,156,1700,787.0
1,1,2,291,17,1325,1448.0
2,7,3,170,302,1300,1990.0
1,6,12,225,235,1250,1081.0
4,1,1,286,90,1232,1360.0
12,5,0,190,69,1720,544.0
11,5,12,89,302,1720,391.0
12,2,8,212,168,1340,335.0
2,2,1,212,301,824,1045.0
5,6,1,170,246,836,2153.0
7,2,11,90,44,1229,270.0
3,1,13,204,323,530,997.0
3,6,12,89,141,1325,141.0
2,4,1,43,212,1246,1258.0
6,5,4,89,20,1338,1199.0
3,7,11,157,16,930,517.0
11,6,11,89,74,1804,73.0
12,3,14,86,70,1010,323.0
9,6,14,43,189,1300,184.0
11,5,4,179,180,615,236.0
10,1,13,299,54,1450,296.0
8,4,4,20,320,1535,794.0
9,4,1,235,245,2059,678.0
4,6,13,246,302,1500,507.0
1,7,5,245,301,1923,1576.0
9,4,4,43,302,610,2105.0
9,5,1,69,227,1300,157.0
12,6,12,235,67,1432,316.0
6,6,1,181,145,1352,2556.0
8,4,12,108,156,809,1400.0
8,7,13,312,89,1310,770.0
11,5,14,86,169,1256,213.0
7,3,4,20,253,1010,271.0
1,4,2,299,291,1250,696.0
12,1,1,246,30,1500,425.0
10,1,8,70,86,1747,323.0
5,2,13,231,147,1435,419.0
3,1,1,312,245,635,814.0
11,2,7,175,145,1320,163.0
3,2,4,246,169,1249,2153.0
6,1,3,212,169,953,1089.0
3,3,13,116,203,1110,1167.0
7,3,1,179,90,800,1055.0
6,6,3,190,20,654,762.0
6,5,13,146,246,1100,2917.0
9,3,9,116,67,2138,1062.0
4,5,12,89,156,746,862.0
3,3,1,53,69,625,546.0
6,6,12,235,67,725,316.0
5,7,12,291,154,1300,2306.0
12,3,1,235,90,647,802.0
4,4,13,271,20,605,481.0
11,6,14,108,70,829,463.0
8,3,11,181,89,1442,862.0
8,1,4,291,268,1535,2354.0
10,4,3,43,22,700,1698.0
3,5,10,215,69,1628,674.0
3,4,4,97,86,1759,405.0
7,2,1,69,168,1800,328.0
10,5,4,20,268,2200,356.0
6,1,3,268,169,1459,427.0
12,1,3,170,180,959,2475.0
6,4,1,170,246,1259,2153.0
8,6,13,41,55,710,587.0
2,5,1,90,200,1845,985.0
3,3,13,224,117,700,674.0
9,1,5,234,293,1558,363.0
9,1,7,146,165,1615,216.0
12,4,1,212,243,1944,2700.0
3,5,4,170,281,1646,2446.0
1,6,4,22,20,1500,813.0
5,1,12,179,293,1806,414.0
7,6,3,223,43,1810,1124.0
8,2,13,148,149,900,277.0
4,4,1,90,206,1009,469.0
9,5,8,265,90,1637,835.0
11,1,12,243,89,1905,991.0
10,1,13,304,42,1510,437.0
11,6,4,168,20,1444,341.0
6,7,13,223,89,1530,680.0
10,2,1,291,235,502,1721.0
9,1,11,36,223,1119,386.0
8,6,1,69,24,2225,509.0
7,5,3,301,314,1048,68.0
4,7,9,43,279,1126,1249.0
9,5,6,227,186,1438,478.0
8,4,1,220,90,1154,1430.0
12,7,11,150,90,1959,461.0
10,4,5,116,301,946,1046.0
11,4,1,323,212,1515,204.0
8,5,12,108,323,700,997.0
5,1,13,323,199,805,1048.0
9,7,13,84,200,730,973.0
11,5,9,157,20,640,689.0
12,3,1,231,90,700,175.0
8,7,9,97,323,1421,983.0
11,1,11,286,180,745,156.0
11,5,12,157,109,950,1400.0
9,7,5,67,178,1500,1824.0
7,2,11,223,36,855,386.0
4,2,13,55,20,715,577.0
9,5,2,291,90,2245,1660.0
4,1,3,43,169,724,187.0
2,1,10,33,69,1458,350.0
11,3,8,90,112,1911,968.0
12,1,4,223,293,2130,1589.0
6,5,2,90,291,1940,1660.0
3,5,2,291,145,1741,2677.0
9,5,12,157,299,1958,1608.0
4,3,13,204,43,1915,861.0
1,2,8,235,276,819,528.0
11,2,5,164,200,545,971.0
10,6,13,16,84,1630,323.0
10,7,9,201,97,1720,957.0
10,3,11,218,223,500,449.0
3,6,11,70,223,1600,626.0
4,2,11,20,79,1025,83.0
7,7,13,323,147,545,781.0
8,4,13,20,323,1215,406.0
9,2,4,200,20,805,692.0
2,1,13,181,22,645,1242.0
12,2,13,41,22,850,756.0
4,1,13,190,203,2140,725.0
12,6,4,27,97,520,549.0
4,6,13,54,299,1510,296.0
12,1,4,283,20,540,214.0
9,5,2,230,281,1027,2541.0
9,3,4,51,20,1700,448.0
2,1,12,108,293,1800,2565.0
8,6,4,97,156,1609,1075.0
5,5,3,213,169,1208,745.0
12,1,1,246,191,1155,2979.0
4,1,1,201,69,1041,468.0
11,1,8,97,235,830,235.0
4,1,3,43,268,1430,612.0
10,4,12,293,178,2244,414.0
10,5,12,293,245,903,2521.0
8,7,11,89,30,1917,845.0
8,1,13,246,180,1150,370.0
7,1,11,326,180,1520,1283.0
11,7,4,179,97,940,1749.0
3,6,9,108,200,1850,937.0
1,5,13,179,234,1205,197.0
7,5,4,170,180,900,2475.0
8,5,11,89,74,1630,73.0
12,6,13,86,147,600,1218.0
2,4,13,41,337,1940,389.0
7,1,9,116,323,810,197.0
1,4,13,243,246,1055,1009.0
9,1,13,201,20,955,404.0
7,6,1,90,245,820,1303.0
10,5,12,43,109,1805,200.0
9,7,13,224,55,1805,998.0
8,5,13,179,180,2140,236.0
6,2,13,246,147,1030,1020.0
4,1,8,235,109,1931,719.0
3,6,13,41,43,1645,942.0
1,6,1,90,86,1910,1192.0
4,4,1,86,117,820,899.0
4,2,2,41,291,900,1978.0
1,4,11,291,299,1945,696.0
8,5,13,89,213,810,896.0
1,3,12,281,235,1420,1723.0
12,5,3,201,301,1930,1189.0
3,4,13,304,306,955,404.0
1,6,11,89,36,1000,516.0
3,4,12,293,56,1157,807.0
3,3,4,302,205,1409,1262.0
5,3,3,170,224,1346,1182.0
8,6,5,245,203,938,668.0
10,2,4,90,180,1600,1235.0
5,3,9,224,117,630,674.0
9,6,11,53,235,1053,474.0
2,5,2,175,291,2207,2688.0
9,7,11,302,113,2055,501.0
9,1,4,90,20,1758,731.0
4,5,1,246,261,1030,261.0
5,4,11,223,265,1445,489.0
6,4,13,234,147,545,1345.0
8,7,7,293,145,755,2398.0
3,3,13,41,246,545,1449.0
4,3,1,268,69,511,130.0
5,1,13,22,41,1755,756.0
9,2,13,204,279,845,1105.0
9,1,14,108,268,1105,416.0
10,4,1,90,178,700,1055.0
2,1,13,204,245,1315,668.0
11,7,13,290,20,805,321.0
5,1,13,55,320,935,273.0
3,2,13,80,89,1250,1069.0
8,7,8,278,235,600,268.0
6,5,1,245,161,1319,588.0
1,3,1,90,223,915,852.0
2,3,0,268,22,710,1162.0
9,1,10,158,86,1725,1110.0
7,4,14,108,290,1635,642.0
10,6,0,223,332,1951,792.0
10,3,1,246,245,715,2075.0
10,2,13,14,55,1610,289.0
5,4,3,43,169,1722,187.0
7,6,13,301,41,1510,1753.0
3,7,11,181,304,2130,373.0
11,1,1,100,90,1241,721.0
7,5,11,90,150,1514,603.0
8,7,13,41,180,2215,1797.0
7,7,6,148,96,2119,825.0
9,5,13,291,229,1945,672.0
12,3,10,283,69,1619,213.0
2,1,4,20,301,940,1547.0
9,1,13,116,41,1010,793.0
10,7,4,20,69,940,226.0
4,4,4,206,20,600,332.0
9,2,0,209,20,1801,147.0
2,6,13,246,293,1355,651.0
10,7,8,212,70,1941,990.0
11,4,11,145,89,1432,594.0
6,6,1,235,161,1645,177.0
12,3,11,90,319,2121,225.0
3,5,13,179,282,525,1069.0
9,5,0,320,97,539,374.0
10,6,5,245,90,630,1303.0
6,5,13,200,41,1020,491.0
11,6,12,293,243,1320,550.0
10,6,8,90,294,1805,364.0
9,6,13,54,299,800,296.0
2,5,11,124,291,1921,224.0
7,2,1,41,90,1556,631.0
3,7,12,208,293,600,329.0
4,3,1,212,205,2126,859.0
10,7,12,221,235,1730,108.0
9,4,3,169,43,630,1010.0
6,2,12,323,154,1340,811.0
9,3,10,135,69,1428,75.0
9,7,4,181,200,2355,2218.0
7,2,13,198,22,1530,294.0
7,2,4,291,145,1559,2677.0
11,6,11,179,281,1745,258.0
9,4,10,160,69,901,185.0
11,6,4,181,43,2125,2611.0
9,2,1,212,251,2106,1013.0
10,1,13,204,281,630,1728.0
6,1,11,90,319,2120,225.0
5,7,14,162,109,850,645.0
11,5,8,195,90,540,396.0
11,1,1,326,90,500,237.0
3,6,11,343,246,642,160.0
10,5,4,20,321,2255,223.0
3,2,11,304,281,1950,480.0
6,3,0,61,20,1845,106.0
4,7,1,116,90,1919,1119.0
1,1,8,40,90,1540,690.0
7,3,11,131,90,1517,561.0
9,1,4,124,302,1715,546.0
9,1,4,302,125,1140,546.0
10,4,4,97,281,1650,1956.0
12,1,8,235,156,950,925.0
1,1,13,282,231,1500,407.0
12,5,1,90,22,820,190.0
3,5,13,55,41,1130,587.0
3,6,1,235,180,1716,1744.0
10,7,4,20,117,1645,581.0
11,4,0,190,69,1659,544.0
3,7,13,246,306,2100,338.0
2,3,5,246,306,1312,338.0
12,2,8,200,90,1046,460.0
1,6,13,200,312,630,237.0
6,2,11,302,291,645,689.0
9,6,1,90,235,2059,802.0
4,5,14,162,154,545,476.0
4,4,0,62,20,1836,457.0
1,7,13,162,89,1020,977.0
11,7,7,230,145,1710,100.0
4,5,13,181,178,640,236.0
11,1,4,20,22,2300,813.0
10,2,8,206,246,805,1264.0
2,5,13,282,246,615,843.0
8,2,9,290,200,743,719.0
12,3,13,299,291,1830,696.0
10,1,6,179,207,1839,600.0
10,6,13,306,178,850,226.0
5,1,1,158,90,1833,328.0
7,4,1,41,69,1908,328.0
1,5,8,129,90,1036,500.0
6,7,4,190,200,1850,950.0
11,5,11,199,97,1755,98.0
1,3,10,86,12,2008,468.0
4,6,12,293,154,2250,2419.0
11,2,9,116,55,1553,925.0
1,5,8,90,337,1654,641.0
6,1,4,20,154,1221,534.0
4,1,3,63,43,1331,818.0
10,4,1,246,286,1009,509.0
6,7,12,301,109,105,1608.0
5,3,2,175,281,2259,2556.0
5,1,1,200,235,720,403.0
11,4,3,170,320,944,209.0
1,7,1,90,200,1845,985.0
9,1,13,89,200,1615,1546.0
12,1,4,20,167,1813,341.0
6,1,4,20,320,2236,794.0
6,7,10,69,58,1141,394.0
4,2,11,97,154,715,383.0
9,2,13,181,178,915,236.0
6,4,6,124,178,943,806.0
3,3,3,301,43,1452,1674.0
12,6,4,236,20,800,516.0
2,7,1,206,212,557,859.0
5,3,4,181,293,1330,337.0
10,3,13,99,41,1040,401.0
12,1,12,116,109,2030,1065.0
5,4,5,179,89,2259,628.0
5,5,4,293,223,40,1589.0
12,5,13,179,282,615,1069.0
7,4,1,245,63,1535,550.0
12,6,12,89,178,1625,628.0
9,2,12,293,230,1825,2338.0
2,4,1,268,180,1806,2239.0
8,1,13,232,203,1535,423.0
7,6,13,326,22,1245,426.0
2,7,1,246,80,1701,1569.0
2,4,6,292,161,1307,807.0
4,6,6,292,23,1811,465.0
9,7,1,282,246,840,843.0
4,2,11,157,197,720,429.0
2,4,6,231,178,1152,986.0
11,7,4,84,20,602,721.0
7,1,4,310,20,600,444.0
6,7,12,181,156,1312,1379.0
12,5,0,149,20,1010,780.0
10,4,4,170,200,1940,944.0
11,5,10,33,86,1728,653.0
8,1,4,170,180,800,2475.0
6,1,13,84,326,2105,238.0
4,7,13,299,203,720,1838.0
6,4,13,201,70,1820,802.0
1,5,9,97,156,1400,1075.0
8,7,3,43,189,930,184.0
8,2,12,108,46,1909,1585.0
8,6,3,310,169,1055,1041.0
1,2,13,84,2,2110,580.0
3,7,1,212,161,2120,1020.0
5,5,4,80,20,1831,373.0
10,5,8,291,246,1127,1107.0
10,4,10,69,78,906,221.0
4,1,4,20,271,2055,481.0
3,2,3,86,43,1335,399.0
12,7,5,243,302,800,630.0
1,3,4,323,97,1441,983.0
11,5,8,106,90,615,642.0
8,6,4,201,20,530,404.0
7,3,13,84,199,1250,461.0
11,4,1,90,306,814,1205.0
10,1,1,69,268,2019,130.0
5,5,1,282,90,1427,247.0
1,5,11,89,295,2050,517.0
8,5,4,80,291,1803,1965.0
8,4,0,20,11,1515,500.0
10,3,12,89,97,1010,1123.0
7,3,2,291,313,1149,618.0
11,5,1,201,69,1042,468.0
10,6,11,89,29,1620,150.0
9,4,5,179,231,610,986.0
9,5,5,97,20,1602,594.0
10,2,1,90,54,1918,1231.0
12,6,10,86,96,1000,897.0
6,2,12,155,89,1058,1452.0
12,4,1,235,43,1200,867.0
7,1,13,200,22,1205,650.0
12,6,8,90,128,1017,773.0
7,7,12,169,154,1415,630.0
4,1,13,282,84,900,247.0
2,2,1,86,200,1559,759.0
2,4,1,53,69,625,546.0
3,2,13,70,279,1525,930.0
8,6,1,192,246,2110,2979.0
5,4,1,105,90,2359,1606.0
7,2,13,55,89,2125,1491.0
1,5,13,116,55,2020,925.0
5,7,1,112,90,1040,1313.0
9,7,13,281,203,1505,1728.0
4,5,11,243,291,1925,129.0
2,1,4,20,235,1830,606.0
1,6,8,135,69,1121,75.0
8,3,1,90,306,1015,1205.0
10,1,13,181,55,530,2329.0
2,7,5,80,246,1330,1569.0
11,2,13,279,312,725,979.0
2,6,7,146,169,1650,4983.0
10,1,4,170,281,1759,2446.0
7,2,11,246,231,1230,833.0
5,2,4,20,43,1420,946.0
1,1,5,20,212,2115,594.0
1,2,1,90,180,830,1235.0
5,7,12,192,293,2250,2447.0
2,5,13,162,55,1305,516.0
